restaurant_id,restaurant_name,city,area,cuisines,avg_cost_for_two,rating,total_ratings,has_online_delivery,has_table_booking,opening_date,is_active
463,Shahi Diner,Mysuru,Hebbal,"Hyderabadi, Chettinad",800,3.4,2639,Yes,No,2017-10-06,Yes
464,Swagat Garden,Pune,Viman Nagar,Desserts,1200,4.6,840,No,Yes,2016-07-27,No
465,Annapurna Restaurant,Chandigarh,Sector 43,"Chinese, South Indian",150,3.8,396,Yes,No,2018-10-08,No
466,Paradise Bites,Bengaluru,Whitefield,"Fast Food, Punjabi",1500,3.4,1769,Yes,Yes,2017-08-01,Yes
467,Maa Ki Garden,Mysuru,Gokulam,Rajasthani,400,4.0,4688,No,Yes,2016-05-02,Yes
468,Masala Kitchen,Lucknow,Indiranagar,"Street Food, Punjabi",700,2.6,1609,Yes,No,2020-09-22,Yes
469,Classic Restaurant,Kochi,MG Road,"Biryani, Street Food, Kerala",250,3.6,316,No,No,2021-09-27,No
470,Golden Express,Pune,Baner,Punjabi,600,3.0,2346,No,Yes,2021-02-03,Yes
471,Shahi Bistro,Bengaluru,Whitefield,"Pizza, Bengali",1000,3.0,2692,Yes,No,2018-08-31,No
472,Dawat Bistro,Delhi,Connaught Place,"Bengali, Punjabi",350,3.2,3135,No,Yes,2017-02-09,Yes
473,Star Corner,Mysuru,Hebbal,"Seafood, Gujarati, Chinese",300,3.0,3254,Yes,No,2018-06-25,No
474,Grand Tadka,Coimbatore,Peelamedu,"Bengali, Fast Food, Burgers",800,4.0,4809,Yes,No,2015-08-04,Yes
475,Haveli Point,Hyderabad,Banjara Hills,"Street Food, Gujarati",700,4.8,2798,Yes,Yes,2015-03-11,Yes
476,Saravana Garden,Vadodara,Manjalpur,"Mughlai, Pizza",350,4.3,4225,Yes,No,2019-05-16,No
477,Annapurna Bites,Mysuru,Gokulam,Hyderabadi,1500,4.7,2701,Yes,No,2019-02-28,Yes
478,New Kitchen,Bhopal,MP Nagar,Italian,600,4.4,3800,Yes,Yes,2015-10-20,Yes
479,Masala Bites,Bhopal,Kolar Road,Rajasthani,400,4.4,4344,Yes,No,2015-02-28,Yes
480,Highway House,Hyderabad,Hitech City,"Punjabi, Mughlai",500,5.0,868,Yes,Yes,2020-11-12,Yes
481,Dawat Point,Mumbai,Andheri,"Hyderabadi, Continental",800,3.1,4037,Yes,No,2015-12-02,Yes
482,Grand Dhaba,Coimbatore,RS Puram,"Chettinad, Gujarati, Mughlai",600,3.7,394,Yes,No,2016-03-07,Yes
483,Star Diner,Vadodara,Akota,"Biryani, Street Food, Desserts",1000,4.6,2574,Yes,No,2016-01-02,Yes
484,New Point,Mumbai,Borivali,Italian,500,2.5,1005,Yes,No,2022-07-20,Yes
485,Spice Hub,Coimbatore,RS Puram,"Italian, Gujarati, Punjabi",250,4.1,2591,Yes,Yes,2018-06-13,Yes
486,Swagat Kitchen,Kochi,MG Road,"Kerala, Burgers, Hyderabadi",700,4.3,359,Yes,No,2016-02-18,Yes
487,Masala Bites,Chennai,Adyar,Seafood,400,4.8,4359,No,Yes,2015-10-13,Yes
488,Star Bites,Surat,Vesu,Biryani,400,3.8,4921,No,No,2022-09-28,Yes
489,Swaad Kitchen,Kolkata,Ballygunge,"North Indian, Burgers, Hyderabadi",1500,4.6,3534,Yes,No,2018-08-10,Yes
490,Golden Point,Mysuru,Jayalakshmipuram,"Seafood, Street Food",600,3.9,2935,Yes,Yes,2021-07-23,Yes
491,Swaad Tadka,Surat,Pal,"Chettinad, South Indian, Italian",300,3.7,1498,No,Yes,2020-09-12,Yes
492,Saravana Tadka,Vadodara,Manjalpur,"North Indian, Burgers",350,2.9,683,No,No,2017-10-18,Yes
493,Swad Diner,Bengaluru,Malleshwaram,South Indian,800,5.0,3793,Yes,No,2016-03-05,Yes
494,Classic Garden,Chandigarh,Mohali,"Fast Food, South Indian",200,2.6,4599,Yes,Yes,2019-03-10,Yes
495,Rasoi Cafe,Kolkata,Park Street,"Bengali, Biryani",250,4.8,4180,Yes,No,2019-09-26,Yes
496,Punjabi Hub,Jaipur,Raja Park,"Burgers, Biryani, North Indian",500,3.9,377,No,No,2021-06-14,Yes
497,Ruchi Dhaba,Jaipur,Mansarovar,"Mughlai, Chettinad, Kerala",1500,4.6,4180,No,No,2021-01-06,Yes
498,Classic Hub,Indore,Vijay Nagar,"Hyderabadi, Rajasthani",600,2.8,2188,Yes,Yes,2016-07-10,Yes
499,Punjabi Bistro,Vadodara,Manjalpur,"Fast Food, South Indian",350,4.9,4848,Yes,No,2017-04-11,Yes
500,Biryani Bros Bites,Kolkata,Howrah,"Desserts, Kerala, Street Food",300,3.5,3900,No,Yes,2017-08-16,Yes
