menu_item_id,restaurant_id,item_name,cuisine,veg_nonveg,price,is_available
2187,255,Margherita Pizza,Italian,Veg,450,Yes
2188,255,Mutton Rogan Josh,Mughlai,Non-Veg,250,No
2189,256,Idli Sambar,South Indian,Veg,150,Yes
2190,256,Rasmalai,Desserts,Veg,280,Yes
2191,256,Thali,South Indian,Veg,350,Yes
2192,256,Chicken Biryani,Biryani,Non-Veg,150,No
2193,256,Veg Biryani,Biryani,Veg,300,Yes
2194,256,Paratha,North Indian,Veg,150,Yes
2195,256,Vada Pav,Street Food,Veg,80,Yes
2196,256,Mutton Rogan Josh,Mughlai,Non-Veg,350,No
2197,256,Gulab Jamun,Desserts,Veg,250,Yes
2198,256,Butter Chicken,North Indian,Non-Veg,350,Yes
2199,256,Hyderabadi Biryani,Hyderabadi,Non-Veg,200,Yes
2200,256,Chicken Tikka,Mughlai,Non-Veg,220,Yes
2201,257,Veg Burger,Fast Food,Veg,450,Yes
2202,257,Hakka Noodles,Chinese,Veg,250,Yes
2203,257,Rasmalai,Desserts,Veg,500,Yes
2204,257,Masala Dosa,South Indian,Veg,280,Yes
2205,257,Margherita Pizza,Italian,Veg,500,No
2206,257,Vada Pav,Street Food,Veg,120,Yes
2207,258,Rajma Rice,North Indian,Veg,300,Yes
2208,258,Fish Curry,Seafood,Non-Veg,120,Yes
2209,258,Chicken Manchurian,Chinese,Non-Veg,300,Yes
2210,258,Dal Makhani,North Indian,Veg,220,Yes
2211,258,Fish Moilee,Kerala,Non-Veg,450,Yes
2212,259,Chole Bhature,North Indian,Veg,350,No
2213,259,Veg Burger,Fast Food,Veg,250,Yes
2214,259,Hakka Noodles,Chinese,Veg,250,Yes
2215,259,Chicken Pizza,Italian,Non-Veg,200,Yes
2216,259,Hyderabadi Biryani,Hyderabadi,Non-Veg,200,Yes
2217,259,Chicken Manchurian,Chinese,Non-Veg,80,Yes
2218,259,Veg Biryani,Biryani,Veg,180,Yes
2219,259,Butter Chicken,North Indian,Non-Veg,80,Yes
2220,259,Pav Bhaji,Street Food,Veg,450,Yes
2221,259,Masala Dosa,South Indian,Veg,80,Yes
2222,259,Gulab Jamun,Desserts,Veg,450,No
2223,259,Fish Curry,Seafood,Non-Veg,400,Yes
2224,260,Prawn Masala,Seafood,Non-Veg,280,No
2225,260,Rasmalai,Desserts,Veg,250,No
2226,260,Paneer Tikka,North Indian,Veg,80,Yes
2227,260,Chole Bhature,North Indian,Veg,350,Yes
2228,260,Rajma Rice,North Indian,Veg,180,Yes
2229,260,Mutton Rogan Josh,Mughlai,Non-Veg,300,Yes
2230,260,Chicken Burger,Fast Food,Non-Veg,180,No
2231,260,Pav Bhaji,Street Food,Veg,350,No
2232,260,Litti Chokha,North Indian,Veg,350,Yes
2233,260,Idli Sambar,South Indian,Veg,180,Yes
2234,260,Thali,South Indian,Veg,280,Yes
2235,260,Vada Pav,Street Food,Veg,150,No
2236,261,Paneer Tikka,North Indian,Veg,120,No
2237,261,Chicken Biryani,Biryani,Non-Veg,120,Yes
2238,261,Dal Makhani,North Indian,Veg,80,Yes
2239,261,Fish Moilee,Kerala,Non-Veg,100,Yes
2240,261,Prawn Masala,Seafood,Non-Veg,150,Yes
2241,261,Veg Burger,Fast Food,Veg,220,Yes
2242,262,Prawn Masala,Seafood,Non-Veg,150,Yes
2243,262,Mutton Rogan Josh,Mughlai,Non-Veg,200,Yes
2244,262,Idli Sambar,South Indian,Veg,120,Yes
2245,262,Masala Dosa,South Indian,Veg,450,Yes
2246,262,Butter Chicken,North Indian,Non-Veg,350,Yes
2247,262,Veg Biryani,Biryani,Veg,450,No
2248,263,Rajma Rice,North Indian,Veg,500,Yes
2249,263,Hyderabadi Biryani,Hyderabadi,Non-Veg,150,Yes
2250,263,Chicken Burger,Fast Food,Non-Veg,350,No
2251,263,Chicken Pizza,Italian,Non-Veg,150,No
2252,263,Dal Makhani,North Indian,Veg,300,Yes
2253,263,Fish Moilee,Kerala,Non-Veg,250,Yes
2254,264,Chicken Pizza,Italian,Non-Veg,250,Yes
2255,264,Chicken Manchurian,Chinese,Non-Veg,250,Yes
2256,264,Idli Sambar,South Indian,Veg,220,Yes
2257,264,Paneer Tikka,North Indian,Veg,180,Yes
2258,264,Fish Moilee,Kerala,Non-Veg,500,Yes
2259,264,Butter Chicken,North Indian,Non-Veg,450,Yes
2260,264,Pav Bhaji,Street Food,Veg,100,Yes
2261,264,Masala Dosa,South Indian,Veg,150,No
2262,264,Chicken Biryani,Biryani,Non-Veg,80,Yes
2263,264,Chicken Tikka,Mughlai,Non-Veg,100,Yes
2264,264,Veg Biryani,Biryani,Veg,450,Yes
2265,264,Appam Stew,Kerala,Veg,300,Yes
2266,265,Pav Bhaji,Street Food,Veg,200,Yes
2267,265,Chicken Tikka,Mughlai,Non-Veg,220,Yes
2268,265,Pani Puri,Street Food,Veg,300,Yes
2269,265,Chicken Pizza,Italian,Non-Veg,250,No
2270,265,Rasmalai,Desserts,Veg,250,Yes
2271,265,Chicken Manchurian,Chinese,Non-Veg,150,No
2272,265,Masala Dosa,South Indian,Veg,250,Yes
2273,265,Appam Stew,Kerala,Veg,400,No
2274,265,Margherita Pizza,Italian,Veg,450,Yes
2275,266,Dal Makhani,North Indian,Veg,150,Yes
2276,266,Gulab Jamun,Desserts,Veg,200,Yes
2277,266,Pav Bhaji,Street Food,Veg,250,Yes
2278,266,Margherita Pizza,Italian,Veg,250,Yes
2279,266,Veg Biryani,Biryani,Veg,150,No
2280,266,Masala Dosa,South Indian,Veg,400,Yes
2281,266,Rajma Rice,North Indian,Veg,500,Yes
2282,266,Fish Moilee,Kerala,Non-Veg,120,Yes
2283,266,Paratha,North Indian,Veg,150,Yes
2284,266,Hakka Noodles,Chinese,Veg,350,No
2285,266,Prawn Masala,Seafood,Non-Veg,100,Yes
2286,267,Appam Stew,Kerala,Veg,180,Yes
2287,267,Margherita Pizza,Italian,Veg,100,No
2288,267,Thali,South Indian,Veg,220,Yes
2289,267,Idli Sambar,South Indian,Veg,350,Yes
2290,267,Chicken Manchurian,Chinese,Non-Veg,120,Yes
2291,267,Chicken Pizza,Italian,Non-Veg,200,Yes
2292,267,Chole Bhature,North Indian,Veg,180,Yes
2293,267,Rajma Rice,North Indian,Veg,100,No
2294,267,Butter Chicken,North Indian,Non-Veg,280,No
2295,268,Thali,South Indian,Veg,220,No
2296,268,Chicken Pizza,Italian,Non-Veg,300,No
2297,268,Chicken Tikka,Mughlai,Non-Veg,80,Yes
2298,268,Chicken Manchurian,Chinese,Non-Veg,220,Yes
2299,268,Butter Chicken,North Indian,Non-Veg,80,Yes
2300,268,Litti Chokha,North Indian,Veg,180,Yes
2301,268,Margherita Pizza,Italian,Veg,250,Yes
2302,268,Vada Pav,Street Food,Veg,220,Yes
2303,269,Hyderabadi Biryani,Hyderabadi,Non-Veg,450,Yes
2304,269,Pav Bhaji,Street Food,Veg,350,Yes
2305,269,Gulab Jamun,Desserts,Veg,250,Yes
2306,269,Idli Sambar,South Indian,Veg,220,Yes
2307,269,Rajma Rice,North Indian,Veg,300,Yes
2308,269,Masala Dosa,South Indian,Veg,180,Yes
2309,270,Pani Puri,Street Food,Veg,350,Yes
2310,270,Chicken Tikka,Mughlai,Non-Veg,300,Yes
2311,270,Paneer Tikka,North Indian,Veg,100,No
2312,270,Margherita Pizza,Italian,Veg,120,Yes
2313,270,Rajma Rice,North Indian,Veg,280,Yes
2314,271,Chicken Manchurian,Chinese,Non-Veg,400,No
2315,271,Veg Biryani,Biryani,Veg,350,Yes
2316,271,Fish Curry,Seafood,Non-Veg,500,No
2317,271,Chole Bhature,North Indian,Veg,200,No
2318,271,Butter Chicken,North Indian,Non-Veg,280,Yes
2319,271,Chicken Biryani,Biryani,Non-Veg,500,No
2320,271,Prawn Masala,Seafood,Non-Veg,180,No
2321,271,Thali,South Indian,Veg,300,Yes
2322,271,Hakka Noodles,Chinese,Veg,200,Yes
2323,272,Veg Biryani,Biryani,Veg,450,Yes
2324,272,Chicken Manchurian,Chinese,Non-Veg,220,Yes
2325,272,Pani Puri,Street Food,Veg,280,Yes
2326,272,Litti Chokha,North Indian,Veg,280,Yes
2327,272,Chicken Tikka,Mughlai,Non-Veg,80,No
2328,272,Prawn Masala,Seafood,Non-Veg,100,No
2329,272,Chicken Pizza,Italian,Non-Veg,150,Yes
2330,273,Litti Chokha,North Indian,Veg,250,Yes
2331,273,Dal Makhani,North Indian,Veg,400,No
2332,273,Veg Biryani,Biryani,Veg,100,No
2333,273,Chicken Pizza,Italian,Non-Veg,300,Yes
2334,273,Chole Bhature,North Indian,Veg,300,No
2335,273,Pani Puri,Street Food,Veg,150,No
2336,273,Idli Sambar,South Indian,Veg,280,Yes
2337,273,Rasmalai,Desserts,Veg,100,Yes
2338,273,Hakka Noodles,Chinese,Veg,280,Yes
2339,273,Pav Bhaji,Street Food,Veg,220,Yes
2340,273,Chicken Burger,Fast Food,Non-Veg,400,Yes
2341,274,Hyderabadi Biryani,Hyderabadi,Non-Veg,100,No
2342,274,Chole Bhature,North Indian,Veg,250,Yes
2343,274,Chicken Burger,Fast Food,Non-Veg,150,Yes
2344,274,Fish Moilee,Kerala,Non-Veg,100,No
2345,274,Butter Chicken,North Indian,Non-Veg,150,Yes
2346,274,Chicken Manchurian,Chinese,Non-Veg,220,Yes
2347,275,Chicken Biryani,Biryani,Non-Veg,450,Yes
2348,275,Chicken Manchurian,Chinese,Non-Veg,180,Yes
2349,275,Rasmalai,Desserts,Veg,150,No
2350,275,Fish Curry,Seafood,Non-Veg,350,Yes
2351,275,Vada Pav,Street Food,Veg,300,Yes
2352,275,Chicken Tikka,Mughlai,Non-Veg,400,Yes
2353,275,Gulab Jamun,Desserts,Veg,200,Yes
2354,275,Paneer Tikka,North Indian,Veg,280,Yes
2355,276,Paratha,North Indian,Veg,250,Yes
2356,276,Chicken Pizza,Italian,Non-Veg,400,Yes
2357,276,Fish Moilee,Kerala,Non-Veg,300,Yes
2358,276,Dal Makhani,North Indian,Veg,120,Yes
2359,276,Veg Burger,Fast Food,Veg,450,Yes
2360,276,Rasmalai,Desserts,Veg,100,No
2361,276,Gulab Jamun,Desserts,Veg,450,Yes
2362,276,Prawn Masala,Seafood,Non-Veg,100,Yes
2363,276,Veg Biryani,Biryani,Veg,200,Yes
2364,276,Masala Dosa,South Indian,Veg,350,Yes
2365,277,Litti Chokha,North Indian,Veg,220,Yes
2366,277,Chicken Pizza,Italian,Non-Veg,300,Yes
2367,277,Idli Sambar,South Indian,Veg,200,Yes
2368,277,Veg Biryani,Biryani,Veg,100,Yes
2369,277,Paratha,North Indian,Veg,400,Yes
2370,277,Pani Puri,Street Food,Veg,200,Yes
2371,277,Appam Stew,Kerala,Veg,100,Yes
2372,277,Chole Bhature,North Indian,Veg,220,Yes
2373,277,Margherita Pizza,Italian,Veg,450,Yes
2374,277,Paneer Tikka,North Indian,Veg,300,Yes
2375,277,Fish Moilee,Kerala,Non-Veg,80,No
2376,277,Prawn Masala,Seafood,Non-Veg,300,No
2377,278,Hyderabadi Biryani,Hyderabadi,Non-Veg,450,No
2378,278,Rasmalai,Desserts,Veg,120,Yes
2379,278,Paneer Tikka,North Indian,Veg,400,Yes
2380,278,Chicken Burger,Fast Food,Non-Veg,280,Yes
2381,278,Gulab Jamun,Desserts,Veg,400,Yes
2382,278,Chicken Pizza,Italian,Non-Veg,250,No
2383,278,Paratha,North Indian,Veg,350,Yes
2384,278,Veg Burger,Fast Food,Veg,200,Yes
2385,278,Mutton Rogan Josh,Mughlai,Non-Veg,220,No
2386,278,Pav Bhaji,Street Food,Veg,280,Yes
2387,279,Thali,South Indian,Veg,220,No
2388,279,Chole Bhature,North Indian,Veg,80,No
2389,279,Pani Puri,Street Food,Veg,400,Yes
2390,279,Rasmalai,Desserts,Veg,100,No
2391,279,Chicken Manchurian,Chinese,Non-Veg,350,Yes
2392,279,Litti Chokha,North Indian,Veg,400,Yes
2393,280,Paratha,North Indian,Veg,350,Yes
2394,280,Pani Puri,Street Food,Veg,350,Yes
2395,280,Idli Sambar,South Indian,Veg,400,Yes
2396,280,Mutton Rogan Josh,Mughlai,Non-Veg,100,Yes
2397,280,Masala Dosa,South Indian,Veg,450,Yes
2398,281,Veg Burger,Fast Food,Veg,100,Yes
2399,281,Dal Makhani,North Indian,Veg,180,Yes
2400,281,Idli Sambar,South Indian,Veg,120,Yes
2401,281,Rajma Rice,North Indian,Veg,450,Yes
2402,281,Thali,South Indian,Veg,120,Yes
2403,281,Chicken Pizza,Italian,Non-Veg,120,Yes
2404,281,Vada Pav,Street Food,Veg,150,Yes
2405,281,Mutton Rogan Josh,Mughlai,Non-Veg,80,Yes
2406,281,Butter Chicken,North Indian,Non-Veg,250,No
2407,281,Veg Biryani,Biryani,Veg,200,Yes
2408,281,Prawn Masala,Seafood,Non-Veg,100,No
2409,282,Vada Pav,Street Food,Veg,180,Yes
2410,282,Chicken Pizza,Italian,Non-Veg,180,No
2411,282,Chicken Tikka,Mughlai,Non-Veg,200,Yes
2412,282,Butter Chicken,North Indian,Non-Veg,300,Yes
2413,282,Rasmalai,Desserts,Veg,150,No
2414,282,Gulab Jamun,Desserts,Veg,80,Yes
2415,283,Fish Moilee,Kerala,Non-Veg,80,Yes
2416,283,Chicken Burger,Fast Food,Non-Veg,220,Yes
2417,283,Masala Dosa,South Indian,Veg,350,Yes
2418,283,Mutton Rogan Josh,Mughlai,Non-Veg,80,Yes
2419,283,Vada Pav,Street Food,Veg,200,No
2420,283,Chicken Biryani,Biryani,Non-Veg,200,Yes
2421,283,Veg Burger,Fast Food,Veg,120,Yes
2422,283,Thali,South Indian,Veg,80,Yes
2423,283,Rasmalai,Desserts,Veg,150,No
2424,284,Paratha,North Indian,Veg,150,Yes
2425,284,Margherita Pizza,Italian,Veg,280,No
2426,284,Chicken Pizza,Italian,Non-Veg,100,Yes
2427,284,Gulab Jamun,Desserts,Veg,100,Yes
2428,284,Veg Burger,Fast Food,Veg,350,Yes
2429,284,Litti Chokha,North Indian,Veg,300,Yes
2430,284,Rasmalai,Desserts,Veg,500,Yes
2431,284,Idli Sambar,South Indian,Veg,450,Yes
2432,284,Pani Puri,Street Food,Veg,120,Yes
2433,284,Fish Moilee,Kerala,Non-Veg,350,Yes
2434,284,Pav Bhaji,Street Food,Veg,180,Yes
2435,285,Chicken Pizza,Italian,Non-Veg,350,Yes
2436,285,Veg Burger,Fast Food,Veg,150,Yes
2437,285,Idli Sambar,South Indian,Veg,150,No
2438,285,Fish Curry,Seafood,Non-Veg,200,Yes
2439,285,Rajma Rice,North Indian,Veg,400,No
2440,285,Chole Bhature,North Indian,Veg,220,Yes
2441,285,Chicken Tikka,Mughlai,Non-Veg,400,Yes
2442,285,Pani Puri,Street Food,Veg,280,No
2443,285,Hyderabadi Biryani,Hyderabadi,Non-Veg,450,Yes
2444,285,Thali,South Indian,Veg,450,Yes
2445,285,Mutton Rogan Josh,Mughlai,Non-Veg,120,Yes
2446,286,Rajma Rice,North Indian,Veg,200,Yes
2447,286,Prawn Masala,Seafood,Non-Veg,250,Yes
2448,286,Idli Sambar,South Indian,Veg,150,Yes
2449,286,Margherita Pizza,Italian,Veg,500,Yes
2450,286,Rasmalai,Desserts,Veg,300,Yes
2451,286,Masala Dosa,South Indian,Veg,120,Yes
2452,286,Thali,South Indian,Veg,300,Yes
2453,286,Vada Pav,Street Food,Veg,250,Yes
2454,287,Gulab Jamun,Desserts,Veg,200,Yes
2455,287,Chicken Pizza,Italian,Non-Veg,500,No
2456,287,Appam Stew,Kerala,Veg,220,Yes
2457,287,Rasmalai,Desserts,Veg,80,Yes
2458,287,Thali,South Indian,Veg,250,Yes
2459,287,Mutton Rogan Josh,Mughlai,Non-Veg,450,Yes
2460,287,Vada Pav,Street Food,Veg,80,Yes
2461,287,Chole Bhature,North Indian,Veg,450,Yes
2462,288,Masala Dosa,South Indian,Veg,220,No
2463,288,Prawn Masala,Seafood,Non-Veg,280,No
2464,288,Fish Curry,Seafood,Non-Veg,220,No
2465,288,Hakka Noodles,Chinese,Veg,300,Yes
2466,288,Chole Bhature,North Indian,Veg,250,Yes
2467,288,Chicken Tikka,Mughlai,Non-Veg,220,Yes
2468,288,Mutton Rogan Josh,Mughlai,Non-Veg,250,Yes
2469,288,Rasmalai,Desserts,Veg,500,No
2470,288,Chicken Burger,Fast Food,Non-Veg,300,Yes
2471,289,Litti Chokha,North Indian,Veg,80,Yes
2472,289,Chicken Tikka,Mughlai,Non-Veg,450,Yes
2473,289,Rasmalai,Desserts,Veg,450,No
2474,289,Hakka Noodles,Chinese,Veg,100,Yes
2475,289,Chicken Biryani,Biryani,Non-Veg,220,No
2476,289,Appam Stew,Kerala,Veg,500,Yes
2477,290,Chicken Pizza,Italian,Non-Veg,350,Yes
2478,290,Rajma Rice,North Indian,Veg,220,No
2479,290,Vada Pav,Street Food,Veg,350,Yes
2480,290,Butter Chicken,North Indian,Non-Veg,180,Yes
2481,290,Chicken Burger,Fast Food,Non-Veg,150,Yes
2482,290,Litti Chokha,North Indian,Veg,400,Yes
2483,290,Chicken Biryani,Biryani,Non-Veg,200,No
2484,290,Prawn Masala,Seafood,Non-Veg,300,Yes
2485,290,Fish Curry,Seafood,Non-Veg,80,Yes
2486,290,Pani Puri,Street Food,Veg,200,Yes
2487,290,Fish Moilee,Kerala,Non-Veg,350,Yes
2488,291,Chicken Pizza,Italian,Non-Veg,500,Yes
2489,291,Litti Chokha,North Indian,Veg,120,No
2490,291,Paratha,North Indian,Veg,100,No
2491,291,Gulab Jamun,Desserts,Veg,500,Yes
2492,291,Appam Stew,Kerala,Veg,200,No
2493,291,Dal Makhani,North Indian,Veg,100,Yes
2494,291,Chicken Manchurian,Chinese,Non-Veg,80,Yes
2495,291,Vada Pav,Street Food,Veg,200,Yes
2496,291,Mutton Rogan Josh,Mughlai,Non-Veg,500,Yes
2497,291,Paneer Tikka,North Indian,Veg,280,Yes
2498,291,Masala Dosa,South Indian,Veg,500,No
2499,292,Rajma Rice,North Indian,Veg,350,Yes
2500,292,Idli Sambar,South Indian,Veg,300,Yes
2501,292,Hyderabadi Biryani,Hyderabadi,Non-Veg,450,No
2502,292,Margherita Pizza,Italian,Veg,500,Yes
2503,292,Mutton Rogan Josh,Mughlai,Non-Veg,350,No
2504,292,Fish Curry,Seafood,Non-Veg,150,Yes
2505,292,Chicken Biryani,Biryani,Non-Veg,280,Yes
2506,292,Chicken Burger,Fast Food,Non-Veg,150,Yes
2507,292,Chicken Pizza,Italian,Non-Veg,400,Yes
2508,292,Dal Makhani,North Indian,Veg,80,Yes
2509,292,Litti Chokha,North Indian,Veg,500,Yes
2510,293,Prawn Masala,Seafood,Non-Veg,500,Yes
2511,293,Gulab Jamun,Desserts,Veg,120,No
2512,293,Margherita Pizza,Italian,Veg,250,Yes
2513,293,Rasmalai,Desserts,Veg,280,No
2514,293,Vada Pav,Street Food,Veg,450,No
2515,293,Chicken Biryani,Biryani,Non-Veg,80,Yes
2516,293,Fish Moilee,Kerala,Non-Veg,220,Yes
2517,293,Chicken Burger,Fast Food,Non-Veg,220,Yes
2518,293,Chole Bhature,North Indian,Veg,80,Yes
2519,293,Butter Chicken,North Indian,Non-Veg,400,No
2520,293,Mutton Rogan Josh,Mughlai,Non-Veg,150,Yes
2521,293,Fish Curry,Seafood,Non-Veg,180,Yes
2522,294,Chicken Burger,Fast Food,Non-Veg,400,Yes
2523,294,Rasmalai,Desserts,Veg,150,Yes
2524,294,Chicken Tikka,Mughlai,Non-Veg,280,Yes
2525,294,Margherita Pizza,Italian,Veg,350,Yes
2526,294,Fish Curry,Seafood,Non-Veg,150,Yes
2527,294,Hyderabadi Biryani,Hyderabadi,Non-Veg,200,No
2528,294,Thali,South Indian,Veg,350,No
2529,294,Fish Moilee,Kerala,Non-Veg,100,No
2530,295,Hakka Noodles,Chinese,Veg,250,Yes
2531,295,Thali,South Indian,Veg,180,Yes
2532,295,Dal Makhani,North Indian,Veg,250,No
2533,295,Fish Moilee,Kerala,Non-Veg,220,Yes
2534,295,Veg Biryani,Biryani,Veg,350,No
2535,296,Margherita Pizza,Italian,Veg,80,No
2536,296,Dal Makhani,North Indian,Veg,500,No
2537,296,Pani Puri,Street Food,Veg,180,No
2538,296,Hakka Noodles,Chinese,Veg,450,Yes
2539,296,Prawn Masala,Seafood,Non-Veg,300,Yes
2540,296,Vada Pav,Street Food,Veg,350,Yes
2541,296,Paratha,North Indian,Veg,350,Yes
2542,297,Fish Moilee,Kerala,Non-Veg,400,No
2543,297,Fish Curry,Seafood,Non-Veg,450,Yes
2544,297,Paratha,North Indian,Veg,500,Yes
2545,297,Vada Pav,Street Food,Veg,450,Yes
2546,297,Masala Dosa,South Indian,Veg,250,No
2547,297,Gulab Jamun,Desserts,Veg,250,No
2548,297,Pav Bhaji,Street Food,Veg,280,No
2549,297,Chole Bhature,North Indian,Veg,180,Yes
2550,297,Hakka Noodles,Chinese,Veg,180,Yes
2551,298,Litti Chokha,North Indian,Veg,100,Yes
2552,298,Chicken Manchurian,Chinese,Non-Veg,300,No
2553,298,Chicken Pizza,Italian,Non-Veg,200,Yes
2554,298,Hakka Noodles,Chinese,Veg,180,Yes
2555,298,Pav Bhaji,Street Food,Veg,100,Yes
2556,299,Hyderabadi Biryani,Hyderabadi,Non-Veg,500,Yes
2557,299,Chole Bhature,North Indian,Veg,400,Yes
2558,299,Chicken Burger,Fast Food,Non-Veg,450,No
2559,299,Pani Puri,Street Food,Veg,200,No
2560,299,Thali,South Indian,Veg,200,Yes
2561,299,Paneer Tikka,North Indian,Veg,150,Yes
2562,299,Rasmalai,Desserts,Veg,400,Yes
2563,299,Gulab Jamun,Desserts,Veg,200,Yes
2564,299,Fish Moilee,Kerala,Non-Veg,280,Yes
2565,299,Veg Burger,Fast Food,Veg,350,No
2566,299,Litti Chokha,North Indian,Veg,200,Yes
2567,299,Paratha,North Indian,Veg,200,Yes
2568,300,Litti Chokha,North Indian,Veg,350,Yes
2569,300,Veg Burger,Fast Food,Veg,500,Yes
2570,300,Masala Dosa,South Indian,Veg,180,No
2571,300,Chicken Pizza,Italian,Non-Veg,80,Yes
2572,300,Fish Moilee,Kerala,Non-Veg,100,Yes
2573,300,Paneer Tikka,North Indian,Veg,400,Yes
2574,300,Chicken Burger,Fast Food,Non-Veg,500,Yes
2575,300,Thali,South Indian,Veg,300,Yes
2576,301,Chicken Biryani,Biryani,Non-Veg,100,Yes
2577,301,Pani Puri,Street Food,Veg,280,Yes
2578,301,Rasmalai,Desserts,Veg,350,Yes
2579,301,Paratha,North Indian,Veg,280,Yes
2580,301,Hyderabadi Biryani,Hyderabadi,Non-Veg,400,No
2581,301,Litti Chokha,North Indian,Veg,450,Yes
2582,301,Fish Curry,Seafood,Non-Veg,220,No
2583,301,Gulab Jamun,Desserts,Veg,100,Yes
2584,301,Fish Moilee,Kerala,Non-Veg,400,Yes
2585,301,Margherita Pizza,Italian,Veg,250,No
2586,301,Vada Pav,Street Food,Veg,220,Yes
2587,302,Fish Curry,Seafood,Non-Veg,280,Yes
2588,302,Chicken Manchurian,Chinese,Non-Veg,400,Yes
2589,302,Veg Burger,Fast Food,Veg,400,Yes
2590,302,Butter Chicken,North Indian,Non-Veg,400,Yes
2591,302,Chicken Tikka,Mughlai,Non-Veg,200,No
2592,302,Rajma Rice,North Indian,Veg,200,Yes
2593,302,Hakka Noodles,Chinese,Veg,80,Yes
2594,302,Gulab Jamun,Desserts,Veg,180,Yes
2595,302,Chicken Pizza,Italian,Non-Veg,400,Yes
2596,302,Margherita Pizza,Italian,Veg,400,Yes
2597,302,Chicken Burger,Fast Food,Non-Veg,80,Yes
2598,303,Chicken Manchurian,Chinese,Non-Veg,350,Yes
2599,303,Chicken Pizza,Italian,Non-Veg,300,No
2600,303,Mutton Rogan Josh,Mughlai,Non-Veg,120,Yes
2601,303,Butter Chicken,North Indian,Non-Veg,100,Yes
2602,303,Vada Pav,Street Food,Veg,80,Yes
2603,303,Chicken Tikka,Mughlai,Non-Veg,100,Yes
2604,303,Pani Puri,Street Food,Veg,100,No
2605,304,Paneer Tikka,North Indian,Veg,250,Yes
2606,304,Mutton Rogan Josh,Mughlai,Non-Veg,120,Yes
2607,304,Chicken Manchurian,Chinese,Non-Veg,250,Yes
2608,304,Thali,South Indian,Veg,500,Yes
2609,304,Hakka Noodles,Chinese,Veg,500,Yes
2610,304,Dal Makhani,North Indian,Veg,80,Yes
2611,304,Chole Bhature,North Indian,Veg,200,Yes
2612,304,Prawn Masala,Seafood,Non-Veg,180,Yes
2613,304,Gulab Jamun,Desserts,Veg,80,Yes
2614,304,Chicken Biryani,Biryani,Non-Veg,400,Yes
2615,304,Chicken Tikka,Mughlai,Non-Veg,450,No
2616,305,Fish Moilee,Kerala,Non-Veg,220,Yes
2617,305,Pav Bhaji,Street Food,Veg,500,No
2618,305,Chicken Biryani,Biryani,Non-Veg,250,Yes
2619,305,Prawn Masala,Seafood,Non-Veg,100,Yes
2620,305,Rajma Rice,North Indian,Veg,100,Yes
2621,305,Veg Burger,Fast Food,Veg,200,Yes
2622,305,Paratha,North Indian,Veg,280,Yes
2623,305,Chicken Pizza,Italian,Non-Veg,80,Yes
2624,306,Fish Curry,Seafood,Non-Veg,150,Yes
2625,306,Pav Bhaji,Street Food,Veg,350,Yes
2626,306,Chole Bhature,North Indian,Veg,400,Yes
2627,306,Chicken Tikka,Mughlai,Non-Veg,250,Yes
2628,306,Chicken Pizza,Italian,Non-Veg,200,Yes
2629,306,Hyderabadi Biryani,Hyderabadi,Non-Veg,450,Yes
2630,306,Vada Pav,Street Food,Veg,400,Yes
2631,306,Prawn Masala,Seafood,Non-Veg,120,No
2632,306,Chicken Biryani,Biryani,Non-Veg,200,Yes
2633,306,Thali,South Indian,Veg,450,Yes
2634,307,Hakka Noodles,Chinese,Veg,180,Yes
2635,307,Pav Bhaji,Street Food,Veg,280,Yes
2636,307,Hyderabadi Biryani,Hyderabadi,Non-Veg,400,Yes
2637,307,Rasmalai,Desserts,Veg,150,Yes
2638,307,Idli Sambar,South Indian,Veg,500,Yes
2639,307,Chole Bhature,North Indian,Veg,500,No
2640,307,Prawn Masala,Seafood,Non-Veg,150,Yes
2641,307,Litti Chokha,North Indian,Veg,120,Yes
2642,307,Veg Biryani,Biryani,Veg,180,Yes
2643,307,Gulab Jamun,Desserts,Veg,100,Yes
2644,307,Dal Makhani,North Indian,Veg,300,No
2645,308,Hyderabadi Biryani,Hyderabadi,Non-Veg,100,Yes
2646,308,Litti Chokha,North Indian,Veg,120,No
2647,308,Paneer Tikka,North Indian,Veg,150,Yes
2648,308,Fish Moilee,Kerala,Non-Veg,100,Yes
2649,308,Gulab Jamun,Desserts,Veg,180,No
2650,308,Rajma Rice,North Indian,Veg,100,Yes
2651,308,Veg Biryani,Biryani,Veg,150,Yes
2652,308,Idli Sambar,South Indian,Veg,200,Yes
2653,309,Chole Bhature,North Indian,Veg,180,Yes
2654,309,Litti Chokha,North Indian,Veg,250,No
2655,309,Paneer Tikka,North Indian,Veg,280,Yes
2656,309,Chicken Biryani,Biryani,Non-Veg,350,Yes
2657,309,Vada Pav,Street Food,Veg,80,No
2658,309,Dal Makhani,North Indian,Veg,200,Yes
2659,309,Thali,South Indian,Veg,350,Yes
2660,309,Pani Puri,Street Food,Veg,200,No
2661,309,Rajma Rice,North Indian,Veg,220,No
2662,309,Mutton Rogan Josh,Mughlai,Non-Veg,150,Yes
2663,310,Thali,South Indian,Veg,120,No
2664,310,Mutton Rogan Josh,Mughlai,Non-Veg,300,Yes
2665,310,Veg Biryani,Biryani,Veg,200,Yes
2666,310,Appam Stew,Kerala,Veg,80,No
2667,310,Prawn Masala,Seafood,Non-Veg,180,Yes
