review_id,order_id,customer_id,restaurant_id,food_rating,delivery_rating,overall_rating,review_comment,review_date
1548,4772,561,458,1,4,1.9,Delivery was late but food was good.,2023-05-07
1549,1894,694,71,1,4,3.1,Loved the paneer dishes.,2023-10-10
1550,478,648,415,2,3,2.7,"Good quality, reasonable price.",2023-10-29
1551,3027,838,287,4,4,4.8,One of my favourite restaurants.,2023-10-23
1552,318,393,31,3,4,4.6,Will definitely recommend to friends.,2022-10-23
1553,3505,1909,346,3,2,4.4,Value for money.,2022-02-16
1554,4149,126,287,2,1,2.7,Excellent taste and packaging.,2023-07-29
1555,187,1304,230,2,5,4.0,"Average food, nothing special.",2022-10-19
1556,4685,1894,422,1,5,3.3,"Too oily, not recommended.",2022-08-08
1557,1566,1681,74,4,5,1.5,Hygienic and tasty.,2022-12-11
1558,4844,1043,75,5,5,3.8,"Very bad experience, food was cold.",2022-09-12
1559,4869,516,320,5,2,4.3,Portion size could be bigger.,2022-03-24
1560,1659,1661,159,2,2,4.3,Food was not as per menu description.,2024-01-02
1561,3159,1275,498,3,2,2.4,Hygienic and tasty.,2023-03-16
1562,3036,1861,260,2,2,3.0,"Average food, nothing special.",2023-12-06
1563,3430,1511,253,2,5,4.1,One of my favourite restaurants.,2022-04-13
1564,1,473,4,2,2,2.8,Portion size could be bigger.,2023-10-22
1565,1619,184,255,5,4,2.8,"Average food, nothing special.",2022-05-06
1566,1615,358,298,4,4,4.1,"Very bad experience, food was cold.",2023-01-23
1567,1558,1129,353,2,2,1.7,Portion size could be bigger.,2022-12-21
1568,4063,594,169,4,5,5.0,Hygienic and tasty.,2023-04-26
1569,155,521,265,5,5,3.7,Delivery was late but food was good.,2023-11-08
1570,3171,1004,414,1,1,2.9,Restaurant staff was helpful.,2023-11-22
1571,3976,1009,416,1,3,2.0,One of my favourite restaurants.,2022-08-12
1572,1570,305,317,1,4,3.8,Loved the paneer dishes.,2023-01-04
1573,2947,500,115,2,4,1.5,"Amazing food, will order again!",2022-08-03
1574,3340,454,80,5,2,3.7,Delivery was late but food was good.,2022-08-18
1575,3173,1874,110,1,4,2.5,Best biryani in the city!,2022-09-24
1576,767,85,447,1,1,2.3,Portion size could be bigger.,2023-10-20
1577,2505,823,96,2,5,2.0,Hygienic and tasty.,2022-06-24
1578,4086,1254,385,2,5,4.1,Hygienic and tasty.,2022-06-08
1579,1767,1063,428,3,5,2.0,Delivery was late but food was good.,2023-03-13
1580,2814,529,465,1,5,1.5,"Very bad experience, food was cold.",2022-03-11
1581,3981,1483,457,2,2,4.8,Best biryani in the city!,2022-02-25
1582,3655,1965,251,2,1,2.3,Food was not as per menu description.,2023-04-16
1583,3158,1741,65,1,1,5.0,"Fast delivery, fresh food.",2023-10-07
1584,1218,1487,445,2,2,4.8,Food was not as per menu description.,2022-01-14
1585,1148,181,103,5,2,4.7,"Average food, nothing special.",2022-09-09
1586,4933,861,11,5,3,1.1,Restaurant staff was helpful.,2022-06-15
1587,3459,1457,146,5,1,4.0,"Fast delivery, fresh food.",2023-07-20
1588,2100,805,334,4,4,4.6,Excellent taste and packaging.,2022-08-02
1589,3656,1123,46,2,3,3.1,One of my favourite restaurants.,2022-06-01
1590,1837,1898,309,4,5,1.0,Disappointed with the quality.,2022-06-07
1591,4670,909,151,3,2,3.2,"Decent food, average service.",2023-01-21
1592,1449,1926,153,1,3,5.0,Portion size could be bigger.,2023-10-07
1593,2593,882,243,5,3,4.0,Loved the paneer dishes.,2023-03-11
1594,2718,1378,476,5,1,1.6,"Amazing food, will order again!",2023-07-28
1595,1390,1012,146,2,1,3.4,Food was not as per menu description.,2023-06-16
1596,2459,1996,293,5,5,2.0,Will definitely recommend to friends.,2022-08-09
1597,3990,212,386,5,5,2.3,"Very bad experience, food was cold.",2023-09-24
1598,1651,318,40,4,2,4.2,"Average food, nothing special.",2023-03-24
1599,1840,1328,214,5,1,1.6,"Fast delivery, fresh food.",2022-07-18
1600,1289,1229,374,2,5,3.4,"Amazing food, will order again!",2022-12-16
1601,4204,1147,401,4,2,1.9,Best biryani in the city!,2023-04-15
1602,1215,52,458,1,2,3.7,Excellent taste and packaging.,2022-06-01
1603,923,62,41,2,5,4.5,Will definitely recommend to friends.,2023-11-09
1604,4681,922,473,2,4,2.4,Best biryani in the city!,2022-01-21
1605,82,62,420,3,1,3.1,"Very bad experience, food was cold.",2022-05-16
1606,4142,445,430,2,5,4.0,Loved the paneer dishes.,2022-03-16
1607,1458,354,475,4,5,4.3,Hygienic and tasty.,2022-11-04
1608,1145,1840,329,1,2,1.3,"Very bad experience, food was cold.",2023-02-16
1609,1568,708,226,2,2,3.8,Will definitely recommend to friends.,2023-01-02
1610,754,1567,103,4,3,4.2,Will definitely recommend to friends.,2023-02-08
1611,4312,1182,146,2,1,4.0,One of my favourite restaurants.,2022-03-23
1612,3423,53,346,5,2,3.2,Restaurant staff was helpful.,2022-09-07
1613,290,630,346,1,5,2.6,Hygienic and tasty.,2022-06-16
1614,3381,1360,339,4,5,2.6,Loved the paneer dishes.,2022-07-14
1615,2044,1477,52,1,2,3.4,"Too oily, not recommended.",2023-08-05
1616,324,1325,443,2,5,1.4,"Good quality, reasonable price.",2023-07-30
1617,485,1902,416,1,2,4.4,"Amazing food, will order again!",2022-03-05
1618,1752,1613,396,3,5,4.7,"Good quality, reasonable price.",2022-01-09
1619,4091,789,290,1,1,2.4,Restaurant staff was helpful.,2023-08-08
1620,3008,1619,469,3,5,3.2,Best biryani in the city!,2023-05-30
1621,710,1345,415,5,5,1.3,One of my favourite restaurants.,2022-12-23
1622,2463,603,73,2,2,1.1,One of my favourite restaurants.,2022-07-01
1623,2284,544,126,4,5,1.8,Disappointed with the quality.,2023-07-08
1624,3599,1370,447,4,3,2.6,Will definitely recommend to friends.,2022-12-19
1625,2618,1049,90,4,4,3.4,"Too oily, not recommended.",2023-07-22
1626,852,1738,379,2,2,1.6,Food was not as per menu description.,2023-11-21
1627,20,1364,208,4,3,1.2,Best biryani in the city!,2023-01-05
1628,713,791,138,2,3,4.4,Value for money.,2022-09-26
1629,2018,1057,417,2,4,3.2,"Good quality, reasonable price.",2023-06-08
1630,4684,1793,225,3,4,3.3,Loved the paneer dishes.,2023-11-07
1631,133,1741,212,4,5,4.2,"Fast delivery, fresh food.",2023-02-23
1632,2361,389,56,3,5,3.0,"Too oily, not recommended.",2022-06-03
1633,4900,1355,196,3,5,2.8,Delivery was late but food was good.,2022-11-08
1634,1764,1113,481,2,3,3.3,Value for money.,2022-03-01
1635,1710,1920,401,3,4,1.9,"Good quality, reasonable price.",2022-11-26
1636,2755,1182,320,2,3,2.2,"Decent food, average service.",2022-07-26
1637,3781,1414,476,2,4,4.7,Will definitely recommend to friends.,2023-12-22
1638,1158,1407,170,2,2,2.7,"Average food, nothing special.",2023-07-25
1639,2667,1882,153,2,4,3.2,Excellent taste and packaging.,2023-06-08
1640,4637,535,100,3,3,3.6,One of my favourite restaurants.,2023-03-07
1641,2564,939,178,2,2,2.1,"Too oily, not recommended.",2023-04-29
1642,2218,534,4,4,5,2.6,Best biryani in the city!,2022-11-29
1643,818,323,411,4,3,1.3,"Fast delivery, fresh food.",2023-04-29
1644,48,1513,437,2,3,4.2,"Amazing food, will order again!",2023-04-25
1645,4315,415,185,5,2,1.5,Portion size could be bigger.,2022-11-15
1646,80,562,398,3,3,5.0,One of my favourite restaurants.,2022-09-17
1647,33,1939,395,4,4,3.6,"Average food, nothing special.",2023-05-27
1648,2981,1917,215,5,3,4.7,"Too oily, not recommended.",2022-10-25
1649,4289,1200,361,2,2,1.4,Restaurant staff was helpful.,2023-07-07
1650,1425,1416,448,1,4,1.5,Value for money.,2022-09-04
1651,3226,1711,307,5,5,1.9,Value for money.,2022-10-08
1652,4735,1498,344,5,3,3.8,"Too oily, not recommended.",2023-05-27
1653,1025,549,56,4,1,1.9,Portion size could be bigger.,2023-08-06
1654,4716,56,264,3,2,4.7,"Amazing food, will order again!",2023-06-03
1655,1002,1382,282,5,4,3.9,Disappointed with the quality.,2022-06-11
1656,1720,31,19,2,4,1.8,Hygienic and tasty.,2022-05-24
1657,1072,39,7,2,2,4.6,"Average food, nothing special.",2023-06-15
1658,3777,489,62,2,1,2.1,Excellent taste and packaging.,2022-06-27
1659,1753,250,304,1,2,1.6,One of my favourite restaurants.,2023-05-06
1660,2233,1475,478,5,3,2.2,Food was not as per menu description.,2022-11-06
1661,4249,428,285,4,3,4.2,Restaurant staff was helpful.,2023-03-06
1662,1761,1096,48,2,4,2.8,Excellent taste and packaging.,2022-12-10
1663,528,853,42,2,1,2.6,"Fast delivery, fresh food.",2023-03-09
1664,2995,1427,345,4,3,2.2,Food was not as per menu description.,2022-08-07
1665,695,835,42,2,4,1.0,Excellent taste and packaging.,2023-10-24
1666,3653,15,223,2,4,4.0,Food was not as per menu description.,2022-09-07
1667,1141,21,266,1,4,1.4,"Too oily, not recommended.",2022-03-14
1668,1210,1460,180,3,3,1.2,Will definitely recommend to friends.,2023-02-17
1669,2741,1892,489,4,1,4.4,"Too oily, not recommended.",2022-05-27
1670,1177,1643,381,2,3,1.9,Best biryani in the city!,2022-06-19
1671,1140,399,24,2,2,2.5,Delivery was late but food was good.,2023-05-03
1672,2449,209,254,2,4,3.4,Best biryani in the city!,2022-07-09
1673,69,689,62,5,3,3.4,Excellent taste and packaging.,2023-08-14
1674,3187,610,211,4,2,3.3,"Decent food, average service.",2022-10-26
1675,1338,398,485,5,5,2.4,Hygienic and tasty.,2022-06-22
1676,3105,294,208,3,4,1.5,"Very bad experience, food was cold.",2023-12-05
1677,3805,1943,440,2,1,1.3,"Too oily, not recommended.",2023-09-09
1678,3144,1849,217,3,3,4.4,Delivery was late but food was good.,2022-08-13
1679,4520,1469,156,2,4,1.9,Food was not as per menu description.,2023-05-20
1680,2228,1165,224,3,2,1.4,"Average food, nothing special.",2022-05-13
1681,1567,230,152,3,5,1.9,"Decent food, average service.",2023-09-10
1682,3974,1507,379,4,1,3.6,Excellent taste and packaging.,2023-11-14
1683,4710,1892,31,5,5,3.6,"Decent food, average service.",2023-06-06
1684,4958,1807,290,5,4,2.2,Great ambience and service.,2022-10-01
1685,2495,1313,2,2,1,1.2,"Good quality, reasonable price.",2022-06-24
1686,2176,1808,243,5,5,1.9,"Very bad experience, food was cold.",2022-12-19
1687,3603,1793,485,4,1,4.4,Disappointed with the quality.,2022-02-26
1688,399,1380,276,2,2,1.9,Loved the paneer dishes.,2022-08-30
1689,1565,1821,228,5,2,3.3,Delivery was late but food was good.,2023-12-08
1690,3945,284,406,5,5,3.7,"Average food, nothing special.",2023-01-04
1691,3638,1430,248,4,4,3.8,Loved the paneer dishes.,2023-09-13
1692,4297,1992,7,1,5,2.9,Will definitely recommend to friends.,2022-10-07
1693,2125,44,371,5,2,3.1,"Average food, nothing special.",2022-02-08
1694,3676,313,363,2,5,4.9,Portion size could be bigger.,2022-08-29
1695,526,592,332,3,1,1.4,"Very bad experience, food was cold.",2023-07-30
1696,491,1231,329,2,3,1.4,Restaurant staff was helpful.,2022-01-19
1697,411,383,91,5,3,3.0,Food was not as per menu description.,2023-09-06
1698,4940,1548,281,2,3,4.3,Best biryani in the city!,2022-03-20
1699,374,1450,251,1,3,4.6,Will definitely recommend to friends.,2023-01-21
1700,2901,1536,357,4,3,1.6,"Decent food, average service.",2023-02-08
1701,2770,1431,312,5,4,1.8,Food was not as per menu description.,2023-11-15
1702,387,1641,445,1,2,1.5,Hygienic and tasty.,2022-09-16
1703,846,1683,61,2,5,4.0,Value for money.,2022-06-15
1704,4607,950,181,5,4,4.0,"Amazing food, will order again!",2022-08-25
1705,2520,1771,45,5,1,4.7,Disappointed with the quality.,2022-04-29
1706,337,1419,398,5,5,2.5,"Good quality, reasonable price.",2022-10-03
1707,1914,1872,52,1,5,1.3,Loved the paneer dishes.,2023-10-27
1708,4508,1020,193,4,2,2.6,Restaurant staff was helpful.,2022-02-20
1709,1795,1752,277,5,3,1.1,Hygienic and tasty.,2023-12-17
1710,1706,1841,154,3,4,2.7,"Too oily, not recommended.",2023-04-05
1711,3119,370,444,5,2,2.7,"Too oily, not recommended.",2023-03-12
1712,4360,1013,190,2,3,4.9,"Good quality, reasonable price.",2023-06-07
1713,4203,1015,133,3,3,3.7,"Good quality, reasonable price.",2022-12-13
1714,4258,1053,485,5,2,4.1,"Fast delivery, fresh food.",2022-12-27
1715,661,72,197,5,2,3.8,Will definitely recommend to friends.,2023-01-11
1716,3562,1296,38,3,4,1.6,Loved the paneer dishes.,2023-03-06
1717,4503,1276,193,2,3,4.0,Delivery was late but food was good.,2023-04-26
1718,1225,371,30,1,4,3.0,Loved the paneer dishes.,2023-09-20
1719,696,1167,265,1,3,3.4,Best biryani in the city!,2023-08-13
1720,3592,1126,369,5,1,1.2,Delivery was late but food was good.,2022-08-19
1721,812,743,301,2,4,3.6,Restaurant staff was helpful.,2022-08-04
1722,109,1503,272,2,3,4.3,"Fast delivery, fresh food.",2023-06-11
1723,2674,1053,466,1,1,2.9,One of my favourite restaurants.,2022-11-27
1724,2960,208,337,5,5,4.8,"Average food, nothing special.",2022-11-21
1725,2282,665,388,1,3,1.8,Best biryani in the city!,2022-07-16
1726,4475,1028,277,3,1,3.3,Value for money.,2022-04-17
1727,1453,1554,350,3,3,2.6,Portion size could be bigger.,2023-09-09
1728,2031,1930,257,4,4,4.3,"Fast delivery, fresh food.",2023-12-07
1729,613,1509,117,3,2,4.6,"Amazing food, will order again!",2022-08-28
1730,4373,1886,134,5,1,1.7,Value for money.,2023-01-11
1731,1093,1539,9,1,1,1.1,Value for money.,2022-11-19
1732,3868,587,74,1,4,2.8,"Good quality, reasonable price.",2022-03-05
1733,4358,648,208,5,5,1.3,"Good quality, reasonable price.",2023-05-17
1734,853,456,267,5,2,4.3,Delivery was late but food was good.,2022-05-12
1735,3475,24,192,1,2,2.7,Food was not as per menu description.,2022-08-15
1736,3212,1651,10,4,4,3.2,Portion size could be bigger.,2023-11-27
1737,144,472,446,2,1,4.5,Best biryani in the city!,2023-04-24
1738,2678,995,294,5,5,2.4,Hygienic and tasty.,2022-12-31
1739,4173,7,420,3,4,3.0,One of my favourite restaurants.,2023-02-17
1740,725,899,270,5,4,1.0,Will definitely recommend to friends.,2023-09-07
1741,4040,25,375,4,2,4.5,Best biryani in the city!,2022-04-30
1742,1269,1873,165,2,3,4.0,"Decent food, average service.",2023-08-30
1743,1716,1253,40,5,5,3.4,Will definitely recommend to friends.,2022-11-16
1744,3370,1919,438,3,5,1.0,"Average food, nothing special.",2023-04-21
1745,3746,846,89,1,3,1.5,Food was not as per menu description.,2023-11-22
1746,174,1054,230,2,2,2.6,"Average food, nothing special.",2023-09-03
1747,2479,507,153,3,1,1.2,Portion size could be bigger.,2022-10-15
1748,1039,1186,54,1,2,3.7,"Very bad experience, food was cold.",2023-03-16
1749,3030,1250,298,4,5,4.3,Hygienic and tasty.,2022-04-07
1750,4343,566,396,2,5,1.9,Restaurant staff was helpful.,2023-04-05
1751,4053,1433,189,2,5,2.9,Value for money.,2022-11-01
1752,180,384,491,2,2,4.0,Loved the paneer dishes.,2022-07-28
1753,2794,526,412,3,5,4.4,Best biryani in the city!,2023-11-11
1754,3473,1192,11,3,2,4.3,Loved the paneer dishes.,2022-03-19
1755,3851,1453,138,3,3,2.4,"Decent food, average service.",2022-06-01
1756,986,1088,256,3,1,4.2,"Very bad experience, food was cold.",2023-04-02
1757,1219,1318,302,1,4,1.9,"Good quality, reasonable price.",2022-12-16
1758,2728,409,140,5,2,2.5,"Decent food, average service.",2022-05-02
1759,3361,1262,140,4,2,3.5,Restaurant staff was helpful.,2023-03-24
1760,44,1146,299,1,2,2.6,One of my favourite restaurants.,2022-08-27
1761,3988,1087,366,4,3,1.3,Disappointed with the quality.,2023-10-19
1762,204,1211,355,3,1,4.9,Restaurant staff was helpful.,2022-08-02
1763,2474,927,141,1,5,1.1,Loved the paneer dishes.,2023-01-16
1764,3719,710,70,2,5,2.3,Disappointed with the quality.,2023-12-24
1765,4206,721,116,3,3,1.7,Hygienic and tasty.,2022-08-16
1766,4626,125,226,5,3,1.5,"Fast delivery, fresh food.",2023-04-11
1767,562,280,496,1,4,1.2,Will definitely recommend to friends.,2022-05-12
1768,3351,1579,124,1,1,1.2,"Good quality, reasonable price.",2023-08-10
1769,306,667,123,1,3,3.5,Best biryani in the city!,2022-11-10
1770,1396,782,10,2,3,2.2,Loved the paneer dishes.,2023-01-02
1771,1868,1614,160,3,3,4.7,Will definitely recommend to friends.,2022-01-23
1772,690,263,185,5,4,2.5,Excellent taste and packaging.,2022-09-16
1773,89,1020,382,4,3,2.7,Hygienic and tasty.,2023-05-25
1774,2910,809,139,4,4,2.6,Delivery was late but food was good.,2023-08-02
1775,2078,249,291,5,3,2.6,"Decent food, average service.",2023-01-23
1776,4798,189,38,2,1,3.1,Portion size could be bigger.,2023-12-18
1777,4525,1324,21,1,3,2.7,Value for money.,2022-08-17
1778,2340,1105,28,3,1,3.5,Excellent taste and packaging.,2023-12-17
1779,3412,820,92,4,2,2.5,Delivery was late but food was good.,2023-05-25
1780,4167,323,267,3,1,3.9,"Too oily, not recommended.",2023-09-27
1781,2747,621,209,3,2,2.1,Hygienic and tasty.,2022-10-27
1782,4201,1679,103,4,5,1.3,"Average food, nothing special.",2023-05-16
1783,3301,1708,40,1,5,3.8,Hygienic and tasty.,2022-04-05
1784,3435,1161,495,4,5,1.7,"Amazing food, will order again!",2022-07-24
1785,1467,1055,420,1,1,3.2,Excellent taste and packaging.,2023-11-30
1786,2528,969,263,5,3,3.7,One of my favourite restaurants.,2023-02-07
1787,1536,179,136,5,2,1.4,"Average food, nothing special.",2023-05-01
1788,3795,957,133,2,4,3.5,Loved the paneer dishes.,2023-10-12
1789,4992,1493,443,2,1,1.0,"Very bad experience, food was cold.",2022-04-23
1790,1323,737,251,2,5,1.5,Value for money.,2023-04-17
1791,2465,59,82,3,5,1.5,Portion size could be bigger.,2022-09-27
1792,1246,1166,172,5,2,1.3,Disappointed with the quality.,2022-12-19
1793,1240,1642,491,2,1,1.8,"Very bad experience, food was cold.",2022-01-30
1794,2511,1014,50,4,1,2.4,Will definitely recommend to friends.,2022-09-18
1795,1735,1133,254,3,2,3.6,"Average food, nothing special.",2023-12-04
1796,3359,290,285,5,4,4.1,Best biryani in the city!,2023-03-30
1797,2617,362,413,3,5,4.0,Loved the paneer dishes.,2022-06-25
1798,2419,1636,487,3,1,4.3,Restaurant staff was helpful.,2023-09-30
1799,343,14,481,3,2,3.2,Great ambience and service.,2022-02-08
1800,4549,1940,387,2,4,3.5,Great ambience and service.,2023-02-02
1801,3214,636,224,1,3,1.9,"Average food, nothing special.",2022-05-25
1802,683,166,348,5,2,3.9,Excellent taste and packaging.,2023-08-01
1803,2595,56,250,3,3,4.4,Loved the paneer dishes.,2022-01-03
1804,2664,1895,234,3,1,1.7,Best biryani in the city!,2022-09-03
1805,1020,1035,299,2,5,1.4,"Amazing food, will order again!",2022-02-25
1806,3452,1319,360,1,4,4.1,Will definitely recommend to friends.,2023-04-16
1807,840,1700,335,2,1,2.7,"Fast delivery, fresh food.",2023-11-12
1808,4736,880,341,5,4,3.8,Loved the paneer dishes.,2022-06-02
1809,2367,1210,99,4,4,3.5,Hygienic and tasty.,2024-01-02
1810,1403,826,377,5,3,4.0,Disappointed with the quality.,2022-02-15
1811,3743,1364,365,2,5,1.3,Excellent taste and packaging.,2022-02-23
1812,3801,1627,344,5,4,3.6,Value for money.,2023-10-13
1813,3249,328,185,4,5,2.1,Food was not as per menu description.,2022-06-02
1814,253,1743,269,2,3,1.1,Best biryani in the city!,2023-09-20
1815,4870,1852,390,3,1,3.2,"Fast delivery, fresh food.",2023-10-09
1816,4517,1024,382,5,3,2.9,Disappointed with the quality.,2022-04-01
1817,4522,1283,49,1,4,2.8,"Amazing food, will order again!",2022-12-23
1818,4179,126,202,3,5,1.4,"Very bad experience, food was cold.",2022-12-06
1819,849,413,162,4,1,4.5,"Average food, nothing special.",2023-11-24
1820,2629,1795,234,1,1,1.3,"Amazing food, will order again!",2023-06-27
1821,312,1101,355,2,5,2.3,Great ambience and service.,2022-01-26
1822,471,399,126,3,4,1.2,"Good quality, reasonable price.",2023-12-10
1823,2699,287,191,1,1,1.7,"Decent food, average service.",2022-04-04
1824,3819,945,175,5,5,4.9,Portion size could be bigger.,2023-06-10
1825,2456,513,320,2,5,4.5,"Decent food, average service.",2023-12-11
1826,3250,2000,267,4,2,2.1,"Too oily, not recommended.",2023-08-20
1827,2864,1315,472,1,5,1.8,Hygienic and tasty.,2022-01-10
1828,859,381,72,2,4,1.8,"Good quality, reasonable price.",2023-04-03
1829,811,1519,256,3,3,2.0,"Too oily, not recommended.",2022-04-29
1830,4537,311,261,4,5,3.9,Portion size could be bigger.,2022-12-24
1831,2112,1472,160,3,2,2.1,Will definitely recommend to friends.,2023-08-13
1832,3123,1437,454,1,5,3.5,"Very bad experience, food was cold.",2023-08-14
1833,3859,402,365,1,2,4.1,"Amazing food, will order again!",2022-02-25
1834,4500,1527,366,2,3,4.1,Great ambience and service.,2022-10-12
1835,111,1195,445,5,4,3.8,"Amazing food, will order again!",2022-05-02
1836,1273,848,23,2,3,2.2,One of my favourite restaurants.,2023-08-17
1837,1313,1054,421,4,4,1.6,Great ambience and service.,2022-08-01
1838,3147,1056,385,4,2,1.2,Disappointed with the quality.,2022-10-24
1839,3841,382,413,2,4,2.3,"Fast delivery, fresh food.",2022-03-15
1840,4262,1780,55,5,3,3.4,Best biryani in the city!,2023-05-19
1841,4912,733,221,4,4,3.1,"Very bad experience, food was cold.",2023-03-26
1842,691,1349,412,5,1,1.7,Food was not as per menu description.,2023-06-25
1843,730,1581,374,3,4,1.6,Excellent taste and packaging.,2023-02-04
1844,3770,1605,49,4,2,4.6,One of my favourite restaurants.,2023-05-30
1845,3229,1857,460,5,3,3.4,"Fast delivery, fresh food.",2023-01-07
1846,3281,470,41,3,2,2.7,"Too oily, not recommended.",2023-02-07
1847,3662,1491,21,4,4,4.9,Will definitely recommend to friends.,2023-09-25
1848,1381,1078,331,2,2,2.1,Hygienic and tasty.,2022-02-19
1849,2504,280,128,3,1,1.8,Food was not as per menu description.,2023-09-09
1850,2070,177,461,1,1,2.1,"Good quality, reasonable price.",2022-10-19
1851,4732,1913,486,5,3,1.5,"Average food, nothing special.",2023-04-05
1852,4610,868,129,5,5,3.4,Delivery was late but food was good.,2022-09-22
1853,2908,1483,56,5,1,3.4,Hygienic and tasty.,2023-03-28
1854,974,1168,198,4,4,2.0,Value for money.,2022-01-30
1855,106,1450,237,4,2,2.3,Excellent taste and packaging.,2023-09-02
1856,4908,1446,137,4,4,1.1,"Amazing food, will order again!",2022-09-26
1857,1869,1483,64,3,2,3.7,Best biryani in the city!,2022-08-26
1858,1473,1878,360,2,2,1.5,Portion size could be bigger.,2022-03-08
1859,1204,1333,481,4,5,4.6,"Fast delivery, fresh food.",2022-08-06
1860,3639,1863,328,1,4,2.5,Will definitely recommend to friends.,2023-03-06
1861,1417,124,391,5,1,1.1,Delivery was late but food was good.,2023-05-20
1862,3558,553,269,5,2,2.2,"Good quality, reasonable price.",2023-05-23
1863,22,1551,384,4,4,2.9,Disappointed with the quality.,2022-09-10
1864,3022,647,316,5,4,1.8,One of my favourite restaurants.,2022-05-26
1865,659,1276,485,3,4,1.2,Loved the paneer dishes.,2022-10-02
1866,1520,1914,298,5,2,3.2,Disappointed with the quality.,2022-06-19
1867,3232,1161,476,4,2,4.2,Food was not as per menu description.,2023-11-24
1868,4216,602,200,1,1,2.1,Loved the paneer dishes.,2023-08-18
1869,4334,1709,89,3,2,1.6,Food was not as per menu description.,2022-03-29
1870,3546,716,77,4,2,4.6,Best biryani in the city!,2023-08-14
1871,813,1190,216,1,5,3.9,"Amazing food, will order again!",2022-11-18
1872,2380,200,174,4,1,4.6,Delivery was late but food was good.,2022-10-30
1873,1959,338,483,3,4,3.8,"Fast delivery, fresh food.",2023-12-25
1874,1107,1522,148,2,2,3.1,"Very bad experience, food was cold.",2023-10-24
1875,744,386,313,2,1,2.7,Best biryani in the city!,2022-12-11
1876,4428,212,406,1,1,2.2,"Amazing food, will order again!",2023-04-18
1877,321,283,162,2,1,1.9,Will definitely recommend to friends.,2022-07-30
1878,2723,1425,41,5,1,3.1,Hygienic and tasty.,2022-01-24
1879,1666,1750,469,2,1,2.4,Food was not as per menu description.,2022-02-25
1880,345,543,112,2,5,4.9,"Too oily, not recommended.",2022-05-19
1881,1178,1325,353,4,5,3.3,Value for money.,2022-03-28
1882,4484,1455,361,4,4,1.8,"Good quality, reasonable price.",2022-06-16
1883,4929,1940,220,2,4,2.3,"Very bad experience, food was cold.",2022-01-20
1884,957,849,1,5,5,1.4,Great ambience and service.,2023-04-27
1885,1299,544,326,1,5,1.0,Hygienic and tasty.,2022-05-02
1886,997,823,191,1,1,4.5,Best biryani in the city!,2022-07-26
1887,3910,1661,248,5,3,1.7,Food was not as per menu description.,2022-11-20
1888,2614,1968,434,5,4,1.6,Restaurant staff was helpful.,2023-08-19
1889,4981,736,172,2,3,2.9,"Amazing food, will order again!",2022-04-01
1890,4928,564,337,2,4,2.5,Food was not as per menu description.,2022-12-10
1891,1241,1667,327,2,1,4.0,Loved the paneer dishes.,2023-12-14
1892,2439,1283,152,2,5,3.6,"Decent food, average service.",2022-10-06
1893,1488,627,40,4,4,1.8,Restaurant staff was helpful.,2022-01-16
1894,1084,380,249,3,5,4.4,One of my favourite restaurants.,2022-09-10
1895,4881,684,278,4,5,2.7,Disappointed with the quality.,2022-05-23
1896,1474,932,297,1,3,2.3,Disappointed with the quality.,2022-09-10
1897,3501,1848,187,1,2,4.2,Value for money.,2023-09-25
1898,1006,656,499,5,4,2.8,Delivery was late but food was good.,2023-11-20
1899,1442,1092,337,5,5,4.1,One of my favourite restaurants.,2022-07-11
1900,3930,1610,317,1,5,2.4,"Too oily, not recommended.",2022-10-20
1901,4230,1736,272,4,3,4.7,One of my favourite restaurants.,2023-05-19
1902,467,1827,351,4,1,4.4,"Average food, nothing special.",2022-01-31
1903,2726,1057,188,1,1,3.9,Great ambience and service.,2022-10-24
1904,2,771,410,3,4,2.0,"Very bad experience, food was cold.",2023-02-04
1905,2830,213,93,3,1,4.4,Food was not as per menu description.,2023-10-28
1906,2210,1430,253,2,5,2.1,Disappointed with the quality.,2022-11-26
1907,1184,49,473,2,1,3.4,Loved the paneer dishes.,2022-11-02
1908,4749,701,244,3,3,3.8,"Amazing food, will order again!",2023-01-26
1909,2337,1516,71,3,4,1.1,"Too oily, not recommended.",2022-09-26
1910,4845,147,263,3,4,1.5,Excellent taste and packaging.,2022-05-09
1911,502,1148,135,2,5,4.6,Will definitely recommend to friends.,2022-05-12
1912,3894,1201,206,5,2,4.1,Great ambience and service.,2022-02-19
1913,794,1394,274,1,4,4.4,Will definitely recommend to friends.,2023-11-03
1914,3853,10,16,1,4,2.1,"Fast delivery, fresh food.",2023-09-26
1915,1258,1894,96,3,4,2.1,"Fast delivery, fresh food.",2023-02-07
1916,1839,1576,446,1,3,2.7,"Too oily, not recommended.",2022-06-24
1917,41,936,315,3,3,1.7,Hygienic and tasty.,2022-03-26
1918,2844,1204,235,2,2,1.7,"Too oily, not recommended.",2022-04-10
1919,4582,960,162,1,2,2.8,"Fast delivery, fresh food.",2023-05-02
1920,1860,13,35,5,3,1.5,Value for money.,2022-09-17
1921,3504,858,38,3,4,3.5,Portion size could be bigger.,2023-06-29
1922,152,1434,378,3,2,2.6,"Very bad experience, food was cold.",2023-05-30
1923,3955,1896,273,5,3,1.9,"Very bad experience, food was cold.",2022-11-05
1924,4398,1290,438,2,2,3.8,"Very bad experience, food was cold.",2023-07-07
1925,3259,963,141,2,3,2.0,Great ambience and service.,2022-05-04
